day_number,collision_date,num_collisions,weather_date,temperature,dew_point,sea_level_pressure,visibility,wind_speed,max_sustained_wind_speed,max_wind_gust,max_temperature,min_temperature,total_precipitation,snow_depth,fog_occurred
2,2015-05-05,638,2015-05-05,73.7,48.8,1021.5,10.0,4.6,9.9,18.1,84.9,57.0,0.0,999.9,0
3,2015-05-06,568,2015-05-06,68.1,42.9,1023.7,10.0,4.5,11.1,19.0,84.9,63.0,0.0,999.9,0
4,2015-05-07,684,2015-05-07,66.2,43.2,1022.7,10.0,1.7,6.0,14.0,80.1,55.9,0.0,999.9,0
5,2015-05-08,709,2015-05-08,66.9,51.7,1020.6,6.8,2.3,8.9,15.9,82.0,55.9,0.0,999.9,0
6,2015-05-09,560,2015-05-09,62.3,54.7,1024.4,6.0,4.3,6.0,999.9,82.0,55.9,0.0,999.9,0
7,2015-05-10,549,2015-05-10,70.0,60.5,1022.4,7.0,2.3,6.0,999.9,82.9,57.0,0.0,999.9,0
1,2015-05-11,645,2015-05-11,75.3,65.0,1019.1,8.5,3.6,7.0,15.9,84.0,61.0,0.0,999.9,0
2,2015-05-12,684,2015-05-12,75.6,61.1,1010.9,8.5,3.7,8.9,21.0,84.9,68.0,0.0,999.9,0
3,2015-05-13,655,2015-05-13,64.5,39.8,1016.1,10.0,6.7,9.9,22.0,86.0,57.9,0.0,999.9,0
4,2015-05-14,654,2015-05-14,60.0,32.8,1026.9,10.0,3.5,8.9,15.9,73.0,50.0,0.0,999.9,0
5,2015-05-15,723,2015-05-15,63.1,39.2,1025.4,10.0,3.3,8.9,15.9,75.0,50.0,0.0,999.9,0
6,2015-05-16,650,2015-05-16,65.4,52.4,1021.3,8.6,1.8,6.0,999.9,75.0,57.0,0.03,999.9,0
7,2015-05-17,543,2015-05-17,72.2,63.7,1019.6,5.6,2.1,8.0,999.9,82.9,57.0,0.29,999.9,0
1,2015-05-18,566,2015-05-18,67.2,58.5,1020.4,7.2,3.9,9.9,15.9,82.9,60.1,0.02,999.9,0
2,2015-05-19,606,2015-05-19,65.2,57.3,1014.1,5.7,1.7,6.0,999.9,80.1,59.0,0.0,999.9,0
3,2015-05-20,666,2015-05-20,62.0,42.6,1011.6,9.7,5.8,9.9,22.0,73.9,57.0,0.0,999.9,0
4,2015-05-21,615,2015-05-21,56.7,36.2,1015.3,10.0,2.5,5.1,999.9,66.9,52.0,0.0,999.9,0
5,2015-05-22,727,2015-05-22,62.1,41.0,1012.7,10.0,4.4,12.0,25.1,73.9,52.0,0.0,999.9,0
6,2015-05-23,546,2015-05-23,59.3,28.3,1025.9,10.0,4.6,9.9,20.0,73.9,48.9,0.0,999.9,0
7,2015-05-24,432,2015-05-24,66.2,41.2,1026.5,10.0,3.3,7.0,15.0,81.0,48.9,0.0,999.9,0
1,2015-05-25,420,2015-05-25,73.8,53.8,1023.5,10.0,3.6,8.9,15.9,84.9,64.9,0.0,999.9,0
2,2015-05-26,686,2015-05-26,76.1,57.5,1021.8,10.0,4.5,7.0,15.9,88.0,64.0,0.0,999.9,0
3,2015-05-27,697,2015-05-27,75.7,63.3,1020.6,8.9,4.8,8.9,18.1,88.0,66.9,0.0,999.9,0
4,2015-05-28,682,2015-05-28,75.9,65.9,1020.4,7.7,3.3,6.0,999.9,84.9,70.0,0.08,999.9,0
5,2015-05-29,813,2015-05-29,73.6,53.9,1024.4,10.0,4.5,8.9,17.1,84.9,64.9,0.0,999.9,0
6,2015-05-30,622,2015-05-30,73.5,62.1,1021.6,9.9,4.1,8.9,17.1,84.9,64.9,0.0,999.9,0
7,2015-05-31,555,2015-05-31,74.4,63.8,1017.6,8.5,4.1,8.0,20.0,87.1,66.9,0.0,999.9,1
1,2015-06-01,691,2015-06-01,58.0,55.0,1019.6,5.3,7.9,14.0,22.0,69.1,55.0,1.89,999.9,0
2,2015-06-02,642,2015-06-02,52.4,49.4,1020.5,6.1,6.8,15.0,19.0,57.9,50.0,0.4,999.9,0
3,2015-06-03,658,2015-06-03,58.0,49.6,1022.4,9.0,4.5,7.0,999.9,70.0,52.0,0.26,999.9,0
4,2015-06-04,552,2015-06-04,58.0,48.1,1024.5,10.0,4.6,8.9,999.9,70.0,52.0,0.0,999.9,0
5,2015-06-05,692,2015-06-05,59.4,51.0,1020.7,8.1,3.2,7.0,999.9,70.0,54.0,0.0,999.9,0
6,2015-06-06,598,2015-06-06,65.9,53.9,1013.6,7.6,3.5,8.9,19.0,75.9,55.0,0.32,999.9,0
7,2015-06-07,559,2015-06-07,65.0,40.3,1020.5,10.0,3.0,7.0,15.9,75.9,55.0,0.19,999.9,0
1,2015-06-08,634,2015-06-08,68.6,55.2,1015.0,9.9,4.8,8.9,15.0,79.0,63.0,0.0,999.9,0
2,2015-06-09,652,2015-06-09,73.7,63.4,1006.1,8.6,4.9,8.9,21.0,82.9,63.0,0.07,999.9,0
3,2015-06-10,667,2015-06-10,74.0,55.9,1010.4,10.0,2.5,8.0,999.9,82.9,64.9,0.01,999.9,0
4,2015-06-11,666,2015-06-11,79.6,62.3,1011.3,7.3,4.5,8.0,17.1,89.1,72.0,0.0,999.9,0
5,2015-06-12,451,2015-06-12,81.6,63.9,1013.1,8.0,3.3,8.0,999.9,89.1,72.0,0.0,999.9,0
6,2015-06-13,395,2015-06-13,81.4,61.3,1012.2,10.0,5.7,9.9,18.1,88.0,73.0,0.0,999.9,0
7,2015-06-14,578,2015-06-14,77.9,57.4,1016.8,10.0,2.1,7.0,999.9,88.0,71.1,0.0,999.9,0
1,2015-06-15,506,2015-06-15,70.8,65.6,1014.9,3.6,3.7,11.1,17.1,88.0,64.9,0.77,999.9,0
2,2015-06-16,593,2015-06-16,69.9,64.5,1013.1,6.2,3.0,9.9,15.0,82.9,64.0,0.16,999.9,0
3,2015-06-17,706,2015-06-17,73.3,58.7,1017.6,9.5,3.4,8.0,999.9,82.0,64.9,0.27,999.9,0
4,2015-06-18,615,2015-06-18,66.8,58.2,1018.3,9.8,3.3,7.0,999.9,71.1,64.0,0.0,999.9,0
5,2015-06-19,732,2015-06-19,74.6,62.5,1013.0,9.5,2.6,7.0,999.9,87.1,64.0,0.0,999.9,0
6,2015-06-20,505,2015-06-20,70.1,57.4,1017.0,8.2,4.9,12.0,19.0,81.0,64.0,0.0,999.9,0
7,2015-06-21,620,2015-06-21,76.3,67.8,1008.2,6.1,4.3,8.9,18.1,88.0,64.0,0.35,999.9,0
1,2015-06-22,774,2015-06-22,78.3,62.1,1012.9,9.8,4.5,12.0,25.1,87.1,70.0,0.29,999.9,0
2,2015-06-23,703,2015-06-23,82.1,66.8,1011.5,8.9,4.7,8.0,22.0,90.0,70.0,0.0,999.9,0
3,2015-06-24,778,2015-06-24,76.7,57.5,1013.9,10.0,4.5,8.0,15.0,90.0,68.0,0.02,999.9,0
4,2015-06-25,670,2015-06-25,75.0,50.4,1016.7,10.0,2.7,7.0,999.9,84.0,64.9,0.0,999.9,0
5,2015-06-26,774,2015-06-26,74.4,57.6,1014.6,10.0,3.9,11.1,18.1,82.9,64.9,0.0,999.9,0
6,2015-06-27,595,2015-06-27,67.7,56.0,1018.7,8.8,4.4,12.0,19.0,81.0,60.1,0.0,999.9,0
7,2015-06-28,535,2015-06-28,64.3,60.0,1006.2,5.5,5.8,13.0,21.0,73.0,57.9,1.42,999.9,0
1,2015-06-29,662,2015-06-29,70.3,55.2,1010.6,10.0,4.6,8.9,15.9,75.9,62.1,0.29,999.9,0
2,2015-06-30,622,2015-06-30,74.5,58.0,1013.8,10.0,3.7,8.0,22.0,82.0,63.0,0.0,999.9,0
3,2015-07-01,683,2015-07-01,75.0,65.1,1008.7,6.8,4.3,8.9,27.0,82.0,68.0,0.43,999.9,1
4,2015-07-02,603,2015-07-02,74.7,57.9,1011.7,9.6,1.3,6.0,999.9,82.0,69.1,0.39,999.9,0
5,2015-07-03,549,2015-07-03,73.5,54.4,1013.8,9.9,2.4,6.0,999.9,81.0,66.0,0.0,999.9,0
6,2015-07-04,389,2015-07-04,72.0,57.9,1014.4,9.9,3.0,7.0,999.9,82.0,66.0,0.0,999.9,0
7,2015-07-05,467,2015-07-05,74.6,58.9,1018.4,9.2,1.3,5.1,999.9,82.9,68.0,0.0,999.9,0
1,2015-07-06,598,2015-07-06,76.8,64.9,1020.6,8.7,2.1,7.0,999.9,82.9,68.0,0.0,999.9,0
2,2015-07-07,646,2015-07-07,78.7,69.7,1016.4,8.4,3.6,8.0,999.9,88.0,72.0,0.0,999.9,1
3,2015-07-08,620,2015-07-08,80.5,69.2,1013.8,7.5,3.6,11.1,18.1,88.0,75.0,0.12,999.9,0
4,2015-07-09,567,2015-07-09,74.7,64.2,1014.4,7.6,3.6,8.9,999.9,88.0,68.0,0.0,999.9,0
5,2015-07-10,709,2015-07-10,76.1,62.7,1013.3,8.0,4.4,8.9,15.0,84.0,68.0,0.3,999.9,0
6,2015-07-11,597,2015-07-11,78.7,55.6,1017.4,9.9,1.9,5.1,999.9,88.0,69.1,0.0,999.9,0
7,2015-07-12,521,2015-07-12,79.9,59.1,1016.6,9.9,1.7,5.1,999.9,89.1,69.1,0.0,999.9,0
1,2015-07-13,668,2015-07-13,79.5,60.6,1012.6,9.5,2.3,7.0,999.9,89.1,72.0,0.0,999.9,0
2,2015-07-14,657,2015-07-14,75.3,64.9,1006.3,9.1,2.1,6.0,999.9,88.0,73.0,0.0,999.9,1
3,2015-07-15,611,2015-07-15,77.0,70.0,1004.1,6.3,2.8,8.0,999.9,82.0,73.0,0.42,999.9,1
4,2015-07-16,686,2015-07-16,72.8,49.1,1015.1,10.0,5.9,12.0,17.1,81.0,64.0,0.12,999.9,0
5,2015-07-17,659,2015-07-17,72.5,57.8,1018.5,10.0,3.1,7.0,15.9,81.0,64.0,0.0,999.9,0
6,2015-07-18,561,2015-07-18,76.2,66.1,1014.9,8.8,3.6,8.0,15.0,84.9,66.9,0.0,999.9,1
7,2015-07-19,545,2015-07-19,84.9,70.2,1010.2,9.7,2.8,6.0,999.9,93.0,71.1,0.32,999.9,0
1,2015-07-20,727,2015-07-20,88.0,68.8,1006.0,9.2,4.1,8.9,17.1,93.9,78.1,0.0,999.9,0
2,2015-07-21,606,2015-07-21,83.7,64.7,1003.7,9.6,2.5,6.0,999.9,93.9,79.0,0.0,999.9,0
3,2015-07-22,618,2015-07-22,77.3,53.4,1006.7,10.0,4.5,11.1,20.0,89.1,69.1,0.0,999.9,0
4,2015-07-23,623,2015-07-23,76.7,49.0,1012.3,10.0,4.1,7.0,14.0,86.0,68.0,0.0,999.9,0
5,2015-07-24,490,2015-07-24,77.8,49.0,1013.3,10.0,2.1,7.0,999.9,87.1,68.0,0.0,999.9,0
6,2015-07-25,451,2015-07-25,78.2,54.5,1014.8,10.0,2.5,5.1,999.9,88.0,69.1,0.0,999.9,0
7,2015-07-26,551,2015-07-26,79.8,61.4,1014.8,10.0,3.6,7.0,20.0,90.0,69.1,0.0,999.9,0
1,2015-07-27,626,2015-07-27,78.5,65.3,1015.7,9.0,2.8,6.0,15.0,90.0,71.1,0.36,999.9,0
2,2015-07-28,643,2015-07-28,82.7,65.1,1015.3,9.4,2.2,5.1,999.9,95.0,71.1,0.0,999.9,0
3,2015-07-29,629,2015-07-29,85.4,65.7,1014.4,9.4,2.7,7.0,999.9,96.1,75.0,0.0,999.9,0
4,2015-07-30,717,2015-07-30,80.5,71.9,1012.3,6.9,4.6,8.9,19.0,86.0,75.2,0.0,999.9,1
5,2015-07-31,753,2015-07-31,80.5,61.4,1010.5,8.6,3.3,6.0,15.0,89.1,72.0,1.95,999.9,0
6,2015-08-01,668,2015-08-01,81.6,57.2,1009.0,10.0,3.8,9.9,17.1,89.1,72.0,0.0,999.9,0
7,2015-08-02,550,2015-08-02,79.9,55.9,1011.8,10.0,2.0,5.1,999.9,89.1,71.1,0.0,999.9,0
1,2015-08-03,705,2015-08-03,81.3,60.0,1010.0,10.0,3.7,8.0,15.9,89.1,71.1,0.0,999.9,0
2,2015-08-04,666,2015-08-04,80.7,61.2,1010.2,9.6,4.6,15.0,32.1,90.0,69.1,0.43,999.9,1
3,2015-08-05,619,2015-08-05,79.3,55.3,1012.2,10.0,2.6,7.0,14.0,89.1,69.1,0.0,999.9,0
4,2015-08-06,630,2015-08-06,75.6,52.2,1014.1,10.0,2.7,5.1,999.9,87.1,66.9,0.0,999.9,0
5,2015-08-07,726,2015-08-07,76.4,53.9,1012.7,10.0,4.3,8.0,999.9,84.0,66.9,0.0,999.9,0
6,2015-08-08,545,2015-08-08,74.7,55.3,1014.3,10.0,3.4,8.0,999.9,84.0,68.0,0.0,999.9,0
7,2015-08-09,489,2015-08-09,75.0,57.0,1015.6,10.0,2.9,7.0,999.9,84.9,68.0,0.0,999.9,0
1,2015-08-10,611,2015-08-10,74.9,60.0,1017.0,10.0,3.6,8.0,15.0,84.9,68.0,0.0,999.9,0
2,2015-08-11,601,2015-08-11,74.9,66.5,1010.2,7.8,3.9,7.0,999.9,84.0,70.0,0.59,999.9,0
3,2015-08-12,643,2015-08-12,77.0,59.7,1009.8,10.0,3.8,8.0,15.0,84.9,71.1,0.58,999.9,0
4,2015-08-13,714,2015-08-13,75.4,53.9,1015.8,10.0,3.3,6.0,999.9,84.9,66.9,0.0,999.9,0
5,2015-08-14,729,2015-08-14,77.1,53.2,1020.1,10.0,2.2,7.0,999.9,88.0,66.9,0.0,999.9,0
6,2015-08-15,582,2015-08-15,80.7,60.6,1019.2,10.0,3.3,6.0,999.9,91.9,66.9,0.0,999.9,0
7,2015-08-16,552,2015-08-16,82.8,63.9,1019.0,10.0,1.2,5.1,999.9,93.0,75.9,0.0,999.9,0
1,2015-08-17,592,2015-08-17,84.4,64.9,1017.9,9.5,2.5,7.0,999.9,95.0,75.9,0.0,999.9,0
2,2015-08-18,623,2015-08-18,81.8,67.0,1016.4,8.7,3.6,7.0,999.9,95.0,73.0,0.29,999.9,0
3,2015-08-19,594,2015-08-19,80.0,70.1,1016.7,10.0,4.0,8.0,17.1,90.0,73.0,0.0,999.9,0
4,2015-08-20,600,2015-08-20,80.5,70.1,1015.8,10.0,4.2,8.0,22.0,87.1,77.0,0.0,999.9,0
5,2015-08-21,753,2015-08-21,78.7,65.0,1015.6,9.1,4.0,8.0,14.0,87.1,71.1,0.33,999.9,0
6,2015-08-22,581,2015-08-22,76.9,53.1,1018.3,9.2,3.7,7.0,999.9,87.1,69.1,0.32,999.9,0
7,2015-08-23,492,2015-08-23,76.0,60.3,1015.8,10.0,3.6,8.0,999.9,86.0,69.1,0.0,999.9,0
1,2015-08-24,575,2015-08-24,78.2,64.3,1012.3,9.9,2.1,6.0,999.9,87.1,70.0,0.0,999.9,0
2,2015-08-25,595,2015-08-25,80.9,64.3,1010.5,9.7,3.0,7.0,999.9,89.1,73.0,0.0,999.9,0
3,2015-08-26,606,2015-08-26,76.0,51.4,1013.6,10.0,3.7,8.0,999.9,90.0,66.9,0.0,999.9,0
4,2015-08-27,614,2015-08-27,73.8,52.5,1017.0,10.0,2.6,6.0,999.9,84.9,66.9,0.0,999.9,0
5,2015-08-28,609,2015-08-28,72.7,51.5,1020.7,10.0,2.5,6.0,999.9,82.0,63.0,0.0,999.9,0
6,2015-08-29,539,2015-08-29,75.7,53.9,1021.7,10.0,1.2,5.1,999.9,87.1,63.0,0.0,999.9,0
7,2015-08-30,563,2015-08-30,79.1,61.9,1018.4,10.0,3.3,6.0,18.1,90.0,66.9,0.0,999.9,0
1,2015-08-31,614,2015-08-31,81.7,66.0,1016.1,8.5,3.8,8.0,17.1,91.0,72.0,0.13,999.9,0
2,2015-09-01,626,2015-09-01,82.0,64.0,1016.4,8.5,2.6,7.0,999.9,91.0,75.9,0.0,999.9,0
3,2015-09-02,654,2015-09-02,81.1,64.3,1015.7,7.5,1.8,7.0,999.9,91.0,73.9,0.0,999.9,0
4,2015-09-03,665,2015-09-03,82.6,64.2,1011.3,6.8,1.8,6.0,999.9,93.0,73.9,0.0,999.9,0
5,2015-09-04,643,2015-09-04,80.6,65.2,1015.8,7.3,5.0,12.0,19.0,93.0,73.9,0.0,999.9,0
6,2015-09-05,541,2015-09-05,74.0,57.1,1023.7,10.0,4.4,8.9,999.9,84.9,66.9,0.0,999.9,0
7,2015-09-06,504,2015-09-06,74.1,55.8,1022.8,10.0,1.0,4.1,999.9,87.1,64.9,0.0,999.9,0
1,2015-09-07,485,2015-09-07,78.4,60.5,1018.9,10.0,3.4,7.0,999.9,91.9,64.9,0.0,999.9,0
2,2015-09-08,795,2015-09-08,84.2,64.2,1015.7,9.8,3.8,8.0,15.0,97.0,70.0,0.0,999.9,0
3,2015-09-09,740,2015-09-09,82.0,68.8,1012.8,10.0,4.0,8.9,22.0,97.0,75.9,0.0,999.9,0
4,2015-09-10,716,2015-09-10,75.2,69.8,1009.8,6.2,4.7,8.9,999.9,90.0,71.1,1.13,999.9,1
5,2015-09-11,765,2015-09-11,72.3,63.1,1007.6,8.4,5.6,8.9,15.9,81.0,66.0,0.45,999.9,0
6,2015-09-12,554,2015-09-12,74.0,63.4,1008.7,10.0,2.3,8.0,17.1,81.0,66.0,0.0,999.9,0
7,2015-09-13,478,2015-09-13,72.0,62.5,1005.9,8.6,5.2,9.9,22.0,80.1,66.9,0.29,999.9,0
1,2015-09-14,579,2015-09-14,66.4,46.7,1014.9,10.0,6.3,11.1,20.0,80.1,59.0,0.04,999.9,0
2,2015-09-15,579,2015-09-15,72.0,48.2,1024.5,10.0,2.1,5.1,999.9,82.9,63.0,0.0,999.9,0
3,2015-09-16,748,2015-09-16,75.8,53.6,1025.7,10.0,1.5,4.1,999.9,88.0,62.1,0.0,999.9,0
4,2015-09-17,744,2015-09-17,77.0,55.4,1021.3,10.0,1.3,5.1,999.9,89.1,66.0,0.0,999.9,0
5,2015-09-18,760,2015-09-18,76.3,54.7,1016.9,9.8,2.4,7.0,999.9,89.1,68.0,0.0,999.9,0
6,2015-09-19,655,2015-09-19,74.7,61.8,1014.4,9.3,1.8,5.1,999.9,87.1,68.0,0.0,999.9,0
7,2015-09-20,556,2015-09-20,73.9,57.0,1014.3,10.0,6.3,8.9,17.1,82.9,68.0,0.0,999.9,0
1,2015-09-21,624,2015-09-21,65.8,42.9,1021.6,10.0,7.4,11.1,19.0,79.0,59.0,0.0,999.9,0
2,2015-09-22,571,2015-09-22,66.8,47.6,1024.2,10.0,6.4,9.9,15.0,73.0,59.0,0.0,999.9,0
3,2015-09-23,501,2015-09-23,68.4,47.9,1023.9,10.0,3.3,5.1,999.9,80.1,59.0,0.0,999.9,0
4,2015-09-24,619,2015-09-24,69.7,51.9,1024.8,10.0,3.0,8.0,14.0,82.0,59.0,0.0,999.9,0
5,2015-09-25,585,2015-09-25,69.0,52.3,1027.6,10.0,5.5,8.9,15.9,82.0,60.1,0.0,999.9,0
6,2015-09-26,557,2015-09-26,66.5,49.1,1029.6,10.0,5.2,8.9,17.1,75.9,62.1,0.0,999.9,0
7,2015-09-27,493,2015-09-27,63.5,50.0,1030.5,10.0,4.8,7.0,999.9,72.0,55.9,0.0,999.9,0
1,2015-09-28,586,2015-09-28,70.1,60.3,1024.5,9.6,2.3,6.0,999.9,78.8,64.9,0.0,999.9,0
2,2015-09-29,557,2015-09-29,75.6,67.3,1017.8,9.7,2.7,8.9,15.9,82.9,64.9,0.0,999.9,0
3,2015-09-30,634,2015-09-30,73.5,67.6,1008.3,7.4,5.3,9.9,17.1,82.9,66.9,1.33,999.9,0
4,2015-10-01,683,2015-10-01,59.8,48.7,1017.0,9.8,7.6,11.1,21.0,79.0,55.9,0.04,999.9,0
5,2015-10-02,798,2015-10-02,52.7,46.5,1021.7,7.7,9.9,15.0,27.0,57.0,48.2,0.14,999.9,0
6,2015-10-03,556,2015-10-03,50.2,45.0,1025.5,6.9,11.8,17.1,28.0,57.0,48.0,1.36,999.9,0
7,2015-10-04,536,2015-10-04,56.5,42.3,1026.3,10.0,9.2,14.0,22.9,63.0,48.9,0.02,999.9,0
1,2015-10-05,597,2015-10-05,57.7,43.4,1022.2,10.0,6.6,9.9,18.1,66.9,52.0,0.0,999.9,0
2,2015-10-06,631,2015-10-06,61.2,45.4,1017.1,10.0,1.5,5.1,999.9,73.0,52.0,0.0,999.9,0
3,2015-10-07,668,2015-10-07,64.9,49.3,1015.2,10.0,2.5,6.0,999.9,73.0,52.0,0.0,999.9,0
4,2015-10-08,666,2015-10-08,63.8,49.4,1019.0,10.0,2.9,7.0,999.9,73.0,57.9,0.0,999.9,0
5,2015-10-09,764,2015-10-09,66.6,58.4,1014.9,8.3,3.0,8.9,24.1,78.1,59.0,0.0,999.9,1
6,2015-10-10,649,2015-10-10,58.9,42.6,1016.9,9.9,2.6,7.0,999.9,78.1,50.0,0.89,999.9,0
7,2015-10-11,559,2015-10-11,59.3,42.6,1015.3,10.0,2.8,5.1,999.9,69.1,50.0,0.0,999.9,0
1,2015-10-12,505,2015-10-12,64.4,46.5,1010.3,10.0,3.7,5.1,999.9,77.0,53.1,0.0,999.9,0
2,2015-10-13,724,2015-10-13,65.8,54.3,1002.7,9.9,2.5,6.0,999.9,77.0,55.9,0.01,999.9,0
3,2015-10-14,658,2015-10-14,63.8,47.0,1005.9,10.0,3.2,6.0,999.9,72.0,57.0,0.0,999.9,0
4,2015-10-15,683,2015-10-15,58.2,39.4,1013.9,10.0,3.5,7.0,999.9,69.1,51.1,0.0,999.9,0
5,2015-10-16,676,2015-10-16,58.5,38.7,1014.4,10.0,4.9,8.9,17.1,64.0,51.1,0.0,999.9,0
6,2015-10-17,565,2015-10-17,51.6,31.2,1018.3,10.0,5.0,8.0,15.9,64.0,48.0,0.0,999.9,0
7,2015-10-18,551,2015-10-18,43.5,21.2,1024.4,10.0,5.0,9.9,20.0,55.9,37.9,0.0,999.9,0
1,2015-10-19,667,2015-10-19,42.9,23.8,1029.7,10.0,2.2,6.0,14.0,53.1,35.1,0.0,999.9,0
2,2015-10-20,714,2015-10-20,56.2,34.1,1023.6,10.0,5.7,8.9,17.1,70.0,35.1,0.0,999.9,0
3,2015-10-21,720,2015-10-21,65.0,42.1,1024.5,9.9,2.8,8.9,15.0,75.9,48.0,0.0,999.9,0
4,2015-10-22,666,2015-10-22,65.4,47.1,1021.6,9.7,4.1,8.0,15.0,75.9,57.0,0.0,999.9,0
5,2015-10-23,742,2015-10-23,58.8,37.5,1021.6,9.8,5.0,9.9,17.1,75.0,51.1,0.0,999.9,0
6,2015-10-24,519,2015-10-24,48.4,34.2,1027.8,10.0,4.1,8.9,999.9,64.9,39.9,0.0,999.9,0
7,2015-10-25,522,2015-10-25,59.1,47.6,1020.2,9.7,4.0,7.0,17.1,68.0,55.0,0.02,999.9,0
1,2015-10-26,698,2015-10-26,51.8,33.6,1028.2,10.0,3.9,8.9,15.0,57.9,46.0,0.03,999.9,0
2,2015-10-27,631,2015-10-27,51.9,35.6,1033.2,10.0,3.5,6.0,999.9,59.0,45.0,0.0,999.9,0
3,2015-10-28,689,2015-10-28,58.0,50.5,1025.9,7.2,6.3,9.9,21.0,66.9,45.0,0.0,999.9,1
4,2015-10-29,767,2015-10-29,67.2,55.2,1002.5,8.2,5.7,11.1,22.9,73.0,53.1,1.44,999.9,0
5,2015-10-30,688,2015-10-30,55.8,31.8,1011.2,10.0,5.4,8.0,15.9,73.0,50.0,0.04,999.9,0
6,2015-10-31,357,2015-10-31,49.1,31.5,1021.2,10.0,3.0,6.0,999.9,61.0,42.1,0.0,999.9,0
7,2015-11-01,312,2015-11-01,57.9,43.7,1014.5,10.0,3.9,7.0,20.0,64.9,42.1,0.0,999.9,0
1,2015-11-02,613,2015-11-02,59.4,44.7,1017.1,10.0,2.6,5.1,999.9,64.9,54.0,0.0,999.9,0
2,2015-11-03,655,2015-11-03,60.6,42.6,1021.0,10.0,1.6,5.1,999.9,72.0,48.0,0.0,999.9,0
3,2015-11-04,672,2015-11-04,62.9,45.9,1026.3,10.0,2.3,5.1,999.9,72.0,48.0,0.0,999.9,0
4,2015-11-05,690,2015-11-05,62.8,57.5,1024.9,4.7,1.9,5.1,999.9,71.1,55.9,0.0,999.9,0
5,2015-11-06,616,2015-11-06,69.4,62.3,1016.4,7.7,3.7,8.0,22.0,73.0,55.9,0.01,999.9,0
6,2015-11-07,500,2015-11-07,64.9,47.9,1014.9,9.9,3.6,7.0,999.9,73.9,57.0,0.0,999.9,0
7,2015-11-08,472,2015-11-08,51.9,31.1,1025.2,10.0,4.0,13.0,19.0,55.9,46.0,0.0,999.9,0
1,2015-11-09,615,2015-11-09,51.1,31.4,1030.0,10.0,1.7,5.1,999.9,59.0,43.0,0.0,999.9,0
2,2015-11-10,757,2015-11-10,55.0,47.2,1020.9,8.0,6.7,17.1,27.0,59.0,43.0,0.0,999.9,0
3,2015-11-11,530,2015-11-11,52.7,47.6,1010.0,6.7,6.0,13.0,22.9,57.9,48.9,0.69,999.9,0
4,2015-11-12,637,2015-11-12,55.4,49.3,1010.5,9.3,3.6,8.0,15.9,61.0,48.9,0.43,999.9,0
5,2015-11-13,677,2015-11-13,55.4,34.7,1003.4,10.0,9.4,18.1,32.1,61.0,50.0,0.01,999.9,0
6,2015-11-14,613,2015-11-14,46.4,23.3,1014.7,10.0,8.0,12.0,27.0,57.9,43.0,0.0,999.9,0
7,2015-11-15,500,2015-11-15,46.5,27.0,1023.9,10.0,4.1,8.0,999.9,57.9,39.0,0.0,999.9,0
1,2015-11-16,618,2015-11-16,58.1,33.2,1022.2,10.0,2.9,7.0,999.9,66.9,51.1,0.0,999.9,0
2,2015-11-17,684,2015-11-17,47.5,29.0,1031.2,10.0,6.4,12.0,18.1,66.9,39.9,0.0,999.9,0
3,2015-11-18,628,2015-11-18,50.9,38.1,1032.9,10.0,3.6,8.9,17.1,57.9,39.9,0.0,999.9,0
4,2015-11-19,797,2015-11-19,59.5,53.3,1023.9,8.7,5.4,9.9,19.0,63.0,46.0,0.0,999.9,0
5,2015-11-20,819,2015-11-20,58.1,41.5,1017.7,8.3,5.5,9.9,22.9,64.0,51.1,1.25,999.9,0
6,2015-11-21,597,2015-11-21,46.4,26.3,1023.2,10.0,4.9,8.9,18.1,64.0,42.1,0.0,999.9,0
7,2015-11-22,431,2015-11-22,51.2,35.6,1013.5,9.9,5.1,9.9,17.1,55.0,48.0,0.03,999.9,0
1,2015-11-23,704,2015-11-23,39.8,16.7,1015.4,10.0,5.6,8.9,17.1,55.0,34.0,0.0,999.9,0
2,2015-11-24,733,2015-11-24,38.2,18.0,1026.1,10.0,3.8,7.0,999.9,46.0,32.0,0.0,999.9,0
3,2015-11-25,717,2015-11-25,42.5,24.9,1038.1,10.0,2.3,5.1,999.9,50.0,32.0,0.0,999.9,0
4,2015-11-26,383,2015-11-26,49.0,38.0,1042.1,9.7,2.5,5.1,999.9,60.1,36.0,0.0,999.9,0
5,2015-11-27,480,2015-11-27,57.1,47.5,1033.0,9.4,2.9,8.0,15.9,64.0,41.0,0.0,999.9,0
5,2015-12-11,694,2015-12-11,55.2,43.9,1013.3,8.0,3.1,8.0,999.9,61.0,50.0,0.0,999.9,0
6,2015-12-12,578,2015-12-12,59.6,45.6,1018.5,7.1,2.7,8.9,17.1,66.0,50.0,0.0,999.9,0
7,2015-12-13,549,2015-12-13,61.8,48.3,1020.3,6.5,2.0,6.0,999.9,66.9,55.0,0.0,999.9,0
1,2015-12-14,637,2015-12-14,56.8,49.5,1014.4,6.3,4.6,8.0,15.9,66.9,53.1,0.0,999.9,0
2,2015-12-15,755,2015-12-15,61.8,45.6,999.7,9.0,8.6,15.0,28.9,68.0,53.1,0.42,999.9,0
3,2015-12-16,673,2015-12-16,50.6,33.7,1016.6,10.0,5.9,8.9,22.9,68.0,46.0,0.09,999.9,0
